,attraction_urls
66,https://www.tripadvisor.in/Attraction_Review-g304558-d1547623-Reviews-Central_Park-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
67,https://www.tripadvisor.in/Attraction_Review-g304558-d3700700-Reviews-Bhawanipore_Cemetery-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
68,https://www.tripadvisor.in/Attraction_Review-g304558-d5782273-Reviews-Netaji_Indoor_Stadium-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
69,https://www.tripadvisor.in/Attraction_Review-g304558-d3705729-Reviews-Shobhabajar_Rajbari-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
70,https://www.tripadvisor.in/Attraction_Review-g304558-d7736046-Reviews-Kolkata_Tram_Museum_Smaranika-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
71,https://www.tripadvisor.in/Attraction_Review-g304558-d2463935-Reviews-Hatibagan_Market-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
72,https://www.tripadvisor.in/Attraction_Review-g304558-d3913374-Reviews-Raj_Bhavan-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
73,https://www.tripadvisor.in/Attraction_Review-g304558-d6496276-Reviews-Shree_Aadi_Bhootnath_Mandir-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
74,https://www.tripadvisor.in/Attraction_Review-g304558-d12282731-Reviews-Mousuni_Island-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
75,https://www.tripadvisor.in/Attraction_Review-g304558-d3705566-Reviews-Town_Hall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
76,https://www.tripadvisor.in/Attraction_Review-g304558-d11801654-Reviews-Lake_Mall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
77,https://www.tripadvisor.in/Attraction_Review-g304558-d4068290-Reviews-Sishu_Bhavan-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
78,https://www.tripadvisor.in/Attraction_Review-g304558-d311675-Reviews-Marble_Palace-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
79,https://www.tripadvisor.in/Attraction_Review-g304558-d6500923-Reviews-Elliot_Park-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
80,https://www.tripadvisor.in/Attraction_Review-g304558-d6041443-Reviews-Axis_Mall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
81,https://www.tripadvisor.in/Attraction_Review-g304558-d9762132-Reviews-Najrul_Tirtha-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
82,https://www.tripadvisor.in/Attraction_Review-g304558-d18817733-Reviews-Metcalfe_Hall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
83,https://www.tripadvisor.in/Attraction_Review-g304558-d6041450-Reviews-E_Mall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
84,https://www.tripadvisor.in/Attraction_Review-g304558-d4155968-Reviews-Dacca_Kali_Bari-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
85,https://www.tripadvisor.in/Attraction_Review-g304558-d13397051-Reviews-Babughat-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
86,https://www.tripadvisor.in/Attraction_Review-g304558-d6496285-Reviews-Sri_Sarada_Devi_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
87,https://www.tripadvisor.in/Attraction_Review-g304558-d6496269-Reviews-Sri_Aurobindo_Bhawan-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
88,https://www.tripadvisor.in/Attraction_Review-g304558-d3913367-Reviews-Tippu_Sultan_s_Mosque-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
89,https://www.tripadvisor.in/Attraction_Review-g304558-d12524474-Reviews-Konark_Collectables-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
90,https://www.tripadvisor.in/Attraction_Review-g304558-d2709128-Reviews-Aquatica-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
91,https://www.tripadvisor.in/Attraction_Review-g304558-d6938445-Reviews-Lower_Circular_Road_Cemetery-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
92,https://www.tripadvisor.in/Attraction_Review-g304558-d6500944-Reviews-Maidan_Central_East-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
93,https://www.tripadvisor.in/Attraction_Review-g304558-d16814537-Reviews-Biswa_Bangla_Gate-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
94,https://www.tripadvisor.in/Attraction_Review-g304558-d7729068-Reviews-Sudder_Street-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
95,https://www.tripadvisor.in/Attraction_Review-g304558-d3913377-Reviews-CIMA_Gallery-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
96,https://www.tripadvisor.in/Attraction_Review-g304558-d4138724-Reviews-Thanthania_Kalibari-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
97,https://www.tripadvisor.in/Attraction_Review-g304558-d14335122-Reviews-Beth_El_Synagogue-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
98,https://www.tripadvisor.in/Attraction_Review-g304558-d11849668-Reviews-Nature_Park-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
99,https://www.tripadvisor.in/Attraction_Review-g304558-d12675259-Reviews-Lake_Town_Clock_Tower-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
100,https://www.tripadvisor.in/Attraction_Review-g304558-d3165761-Reviews-Sunshine-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
101,https://www.tripadvisor.in/Attraction_Review-g304558-d1744304-Reviews-Ashutosh_Museum_of_Indian_Art-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
102,https://www.tripadvisor.in/Attraction_Review-g304558-d4152208-Reviews-Nalban_Boating_Complex-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
103,https://www.tripadvisor.in/Attraction_Review-g304558-d12524041-Reviews-Aakriti_Art_Gallery-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
104,https://www.tripadvisor.in/Attraction_Review-g304558-d8071249-Reviews-Rabindra_Tirtha-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
105,https://www.tripadvisor.in/Attraction_Review-g304558-d6500639-Reviews-Wet_O_Wild-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
106,https://www.tripadvisor.in/Attraction_Review-g304558-d3705685-Reviews-Sabarna_Sangrahashala-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
107,https://www.tripadvisor.in/Attraction_Review-g304558-d17146775-Reviews-The_RBI_Museum-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
108,https://www.tripadvisor.in/Attraction_Review-g304558-d14176450-Reviews-Star_Mall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
109,https://www.tripadvisor.in/Attraction_Review-g304558-d12268216-Reviews-Spa_by_JW-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
110,https://www.tripadvisor.in/Attraction_Review-g304558-d17353571-Reviews-M_P_Birla_Planetarium-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
111,https://www.tripadvisor.in/Attraction_Review-g304558-d16648272-Reviews-Maghen_David_synagogue-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
112,https://www.tripadvisor.in/Attraction_Review-g304558-d5504526-Reviews-Aranghata-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
113,https://www.tripadvisor.in/Attraction_Review-g304558-d11817292-Reviews-Artsacre_Museum_of_Bengal_Modern_Art-Kolkata_Calcutta_Kolkata_District_West_Beng.html
114,https://www.tripadvisor.in/Attraction_Review-g304558-d13273455-Reviews-Kolkata_Police_Museum-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
115,https://www.tripadvisor.in/Attraction_Review-g304558-d8471918-Reviews-Mahanirban_Math-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
116,https://www.tripadvisor.in/Attraction_Review-g304558-d6496382-Reviews-Merlin_Homeland_Mall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
117,https://www.tripadvisor.in/Attraction_Review-g304558-d5792089-Reviews-East_Bengal_Ground-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
118,https://www.tripadvisor.in/Attraction_Review-g304558-d15759909-Reviews-Eco_Urban_Village-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
119,https://www.tripadvisor.in/Attraction_Review-g304558-d2046086-Reviews-The_Harrington_Street_Arts_Centre-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
120,https://www.tripadvisor.in/Attraction_Review-g304558-d12591167-Reviews-Outram_ghat-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
121,https://www.tripadvisor.in/Attraction_Review-g304558-d1582926-Reviews-Ahuja_Art_Museum-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
122,https://www.tripadvisor.in/Attraction_Review-g304558-d2463233-Reviews-Armenian_Holy_Church_Of_Nazareth-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
