Tourist Attraction,Name,Rating,Date and criteria,Title,Review
Shree_Chitragupta_Dham,Himanshu Bhatt,3.0 of 5 bubbles,Dec 2018 • Family,simple temple.,"its a simple temple situated at center of the city , if you are spiritual lover than you can visit and experience it "
Shree_Chitragupta_Dham,Gdj,4.0 of 5 bubbles,Aug 2019 • Couples,Nice place to visit,Nice place to visit. Most famous lord chitragupta temple in ujjain.a lot of devotee visit there in regular basis.
Shree_Chitragupta_Dham,ashish saxena,5.0 of 5 bubbles,Dec 2018 • Family,CHitragupta mandir is very informative mandir,"This temple is a little away from city center, but if you ara really interested in Hindu mythology then you must visit this temple. This is one of oldest temple of God CHITRAGUPT along with God YAAMDEV . you will find Arati of God Chitragupt over here.This temple must be renovated, either MP govt., PURATTAV Deptt. or some BHAMASHAH must adopt this temple for renovation. "
Shree_Chitragupta_Dham,Karpagavalli,5.0 of 5 bubbles,Nov 2018 • Family,One of the four temples,"This is one of the must visit temple in the city of ujjain dedicated to chitrgupta who has temples dedicated to him in some four cities in india and he is considered to be the assistant of yaman, "
Shree_Chitragupta_Dham,akankshacoolgirl,4.0 of 5 bubbles,Sep 2018 • Family,One of a Kind,Shree Chitragupta Dham is dedicated to Lord Chitragupta and is not a very frequently visited temple amongst the locals
Shree_Chitragupta_Dham,Vidhi_sharmah,4.0 of 5 bubbles,Mar 2018 • Solo,good one,not many temples are dedicated to lord chitragupta and so this is one of its kind temple and a must visit place 
Shree_Chitragupta_Dham,Veer2468,4.0 of 5 bubbles,Aug 2017 • Family,Nice place!,This place is really huge. It is also a holy place. Good place to visit with family. Peaceful and divine
Shree_Chitragupta_Dham,garhwaliya,5.0 of 5 bubbles,Jun 2017 • Friends,Big worship place,The infrastructure of this place is very very huge. This is really peaceful place. Many people come here and do the worship here.
Shree_Chitragupta_Dham,Abhishek Shrivastav,4.0 of 5 bubbles,Dec 2016 • Family,Holy Place,Shree chitgragupta maharaj is the lord of kayastha and I belong to the community.Its always special to be in his holy temple.
