,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,De_Pashmina_Gallery,luviffy,5.0 of 5 bubbles,May 2019 • Business,Best shop in Leh ,Best pashmina and carpet shop in Leh Ladakh located opposite hotel dragon old road ...you can see some of the best handmade stuff from Ladakh and Kashmir only at de pashmina gallery 
