,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Shagma_Karphu,SaddviAndalwala,5.0 of 5 bubbles,Feb 2019 • Solo,Beautiful place,The view of the Godhar Road twisting through the hills was amazing from Shagma Karphu. I happened to be accompanied by a group of pilgrims and such groups are quite common in this tourist spot.
