,attraction_urls
118,https://www.tripadvisor.in/Attraction_Review-g312680-d2249732-Reviews-Club_Cubana-Arpora_North_Goa_District_Goa.html
119,https://www.tripadvisor.in/Attraction_Review-g297605-d4401032-Reviews-The_Cabo_Palace-Candolim_Bardez_North_Goa_District_Goa.html
120,https://www.tripadvisor.in/Attraction_Review-g1199433-d9731824-Reviews-Gonsua_Beach-Majorda_South_Goa_District_Goa.html
121,https://www.tripadvisor.in/Attraction_Review-g306996-d8097974-Reviews-Talpona_Beach-Canacona_South_Goa_District_Goa.html
122,https://www.tripadvisor.in/Attraction_Review-g2334950-d11848464-Reviews-Himalayan_Therapeutic_Studio_Mogu_School-Palolem_Canacona_South_Goa_District_Go.html
123,https://www.tripadvisor.in/Attraction_Review-g303877-d3946920-Reviews-Goa_Science_Centre-Panjim_North_Goa_District_Goa.html
124,https://www.tripadvisor.in/Attraction_Review-g303877-d2704746-Reviews-Panaji_Kala_Academy-Panjim_North_Goa_District_Goa.html
125,https://www.tripadvisor.in/Attraction_Review-g1204880-d6104647-Reviews-Japanese_Garden-Vasco_da_Gama_South_Goa_District_Goa.html
126,https://www.tripadvisor.in/Attraction_Review-g8787795-d2639747-Reviews-The_Archaeological_Museum_Old_Goa-Cola_South_Goa_District_Goa.html
127,https://www.tripadvisor.in/Attraction_Review-g1204880-d2667621-Reviews-Velsao_Beach-Vasco_da_Gama_South_Goa_District_Goa.html
128,https://www.tripadvisor.in/Attraction_Review-g775971-d2721904-Reviews-Betul_Beach-Cavelossim_South_Goa_District_Goa.html
129,https://www.tripadvisor.in/Attraction_Review-g1584785-d3704887-Reviews-Sri_Ramnath_Temple-Ponda_North_Goa_District_Goa.html
130,https://www.tripadvisor.in/Attraction_Review-g303877-d2511213-Reviews-Casino_Carnival_Goa-Panjim_North_Goa_District_Goa.html
131,https://www.tripadvisor.in/Attraction_Review-g303877-d4421879-Reviews-Chorao_Island-Panjim_North_Goa_District_Goa.html
132,https://www.tripadvisor.in/Attraction_Review-g2334907-d7300035-Reviews-Arti_Fabulous_Body_Care_Spa-Ashvem_Beach_North_Goa_District_Goa.html
133,https://www.tripadvisor.in/Attraction_Review-g303877-d2721505-Reviews-Bambolim_Beach-Panjim_North_Goa_District_Goa.html
134,https://www.tripadvisor.in/Attraction_Review-g6109760-d2667763-Reviews-Viceroy_s_Arch-Goa_Velha_Goa.html
135,https://www.tripadvisor.in/Attraction_Review-g8859933-d3649733-Reviews-St_Augustine_s_Tower-Bainguinim_North_Goa_District_Goa.html
136,https://www.tripadvisor.in/Attraction_Review-g312681-d9565324-Reviews-Three_Kings_Chapel-Cansaulim_South_Goa_District_Goa.html
137,https://www.tripadvisor.in/Attraction_Review-g303877-d17250110-Reviews-Soul_Travelling-Panjim_North_Goa_District_Goa.html
138,https://www.tripadvisor.in/Attraction_Review-g1204883-d16824900-Reviews-The_Goa_Collective_Bazaar-Vagator_North_Goa_District_Goa.html
139,https://www.tripadvisor.in/Attraction_Review-g1994835-d10359056-Reviews-Fernandes_House-Chandor_South_Goa_District_Goa.html
140,https://www.tripadvisor.in/Attraction_Review-g297605-d12146597-Reviews-Aline_s_Beauty_Care-Candolim_Bardez_North_Goa_District_Goa.html
141,https://www.tripadvisor.in/Attraction_Review-g1584785-d3705984-Reviews-Mahalaxmi_Temple-Ponda_North_Goa_District_Goa.html
142,https://www.tripadvisor.in/Attraction_Review-g2322296-d5616268-Reviews-Dudhsagar_Plantation_and_Farmstay-Sanvordem_South_Goa_District_Goa.html
143,https://www.tripadvisor.in/Attraction_Review-g1204883-d10020423-Reviews-Sunburn_Goa-Vagator_North_Goa_District_Goa.html
144,https://www.tripadvisor.in/Attraction_Review-g1087527-d2390261-Reviews-Chances_Casino_and_Club-Dona_Paula_Panjim_North_Goa_District_Goa.html
145,https://www.tripadvisor.in/Attraction_Review-g2258427-d5601835-Reviews-Abyss_marine_aquarium-Verna_South_Goa_District_Goa.html
146,https://www.tripadvisor.in/Attraction_Review-g2334950-d12179043-Reviews-Palolem_Island_Reserve-Palolem_Canacona_South_Goa_District_Goa.html
147,https://www.tripadvisor.in/Attraction_Review-g1092070-d4151776-Reviews-Hollant_Beach-Bogmalo_South_Goa_District_Goa.html
148,https://www.tripadvisor.in/Attraction_Review-g1207227-d1203663-Reviews-Shri_Mangesh_Devasthan-Mangeshi_North_Goa_District_Goa.html
149,https://www.tripadvisor.in/Attraction_Review-g306993-d4138915-Reviews-St_Michael_s_Church-Bardez_North_Goa_District_Goa.html
150,https://www.tripadvisor.in/Attraction_Review-g303877-d11959367-Reviews-Make_It_Happen-Panjim_North_Goa_District_Goa.html
151,https://www.tripadvisor.in/Attraction_Review-g1127378-d2536514-Reviews-Casa_Araujo_Alvares-Loutolim_South_Goa_District_Goa.html
152,https://www.tripadvisor.in/Attraction_Review-g1010240-d7676004-Reviews-Shanti_Ayurvedic_Massage_Center-Mandrem_North_Goa_District_Goa.html
153,https://www.tripadvisor.in/Attraction_Review-g2295141-d3705556-Reviews-Redi_Ganpati_Temple-Aronda_North_Goa_District_Goa.html
154,https://www.tripadvisor.in/Attraction_Review-g12885910-d7306677-Reviews-Arvalam_Waterfalls-Valpoi_North_Goa_District_Goa.html
155,https://www.tripadvisor.in/Attraction_Review-g303877-d1813794-Reviews-Gallery_Gitanjali-Panjim_North_Goa_District_Goa.html
156,https://www.tripadvisor.in/Attraction_Review-g2306345-d3915947-Reviews-Mario_Gallery-Penha_de_Franca_North_Goa_District_Goa.html
157,https://www.tripadvisor.in/Attraction_Review-g306996-d13551567-Reviews-Kakolem_Beach-Canacona_South_Goa_District_Goa.html
158,https://www.tripadvisor.in/Attraction_Review-g2307943-d3928346-Reviews-Our_Lady_of_Mount_Carmel_Church-Arambol_North_Goa_District_Goa.html
159,https://www.tripadvisor.in/Attraction_Review-g1204880-d3140393-Reviews-Baina_Beach-Vasco_da_Gama_South_Goa_District_Goa.html
160,https://www.tripadvisor.in/Attraction_Review-g2307943-d3912965-Reviews-Paliem_Beach-Arambol_North_Goa_District_Goa.html
161,https://www.tripadvisor.in/Attraction_Review-g1087527-d4138932-Reviews-Cabo_Fort-Dona_Paula_Panjim_North_Goa_District_Goa.html
162,https://www.tripadvisor.in/Attraction_Review-g303877-d15350657-Reviews-BLive_Electric_Bike_Tours-Panjim_North_Goa_District_Goa.html
163,https://www.tripadvisor.in/Attraction_Review-g303877-d4401209-Reviews-Saptakoteshwar_Temple-Panjim_North_Goa_District_Goa.html
164,https://www.tripadvisor.in/Attraction_Review-g303877-d6104868-Reviews-Panaji_State_Central_Library-Panjim_North_Goa_District_Goa.html
165,https://www.tripadvisor.in/Attraction_Review-g6109760-d2534673-Reviews-Museum_of_Christian_Art-Goa_Velha_Goa.html
