Tourist Attraction,Name,Rating,Date and criteria,Title,Review
Vishal_Shopping_Mall,ayushagarwal022,4.0 of 5 bubbles,Dec 2017 • Family,good place for spending time,Good place to spend quality time with family and one can do shopping at reasonable and competitive rates.
Vishal_Shopping_Mall,shobha agarwal,4.0 of 5 bubbles,Nov 2017 • Family,Good place for shopping,"Located at the centre of the city, it is a perfect place to fulfill your shopping bucket. One will find almost all the brands that a common man would think of."
Vishal_Shopping_Mall,ST_INDIA,4.0 of 5 bubbles,Jul 2018 • Friends,Nice mall,Vishal shopping mall is a very nice mall. There are several shopping outlets there. The parking is also available.
Vishal_Shopping_Mall,268yusufn,4.0 of 5 bubbles,Aug 2017 • Family,everything available,Vishal shopping mall is mind-blowing maill.You can get everything easly and it is very well in convenient location. Price is also reasonable.
Vishal_Shopping_Mall,AmitTraveller2016,3.0 of 5 bubbles,Jul 2016 • Friends,Nice Shopping mall...,A good mall if you want to have shopping and some good food. The malls is quit big and have good options and showrooms for shopping as well nice restaurants. Ample parking space is also there.
Vishal_Shopping_Mall,credit356,4.0 of 5 bubbles,Oct 2016 • Family,Good shopping mall,This is one of  the good shopping malls in Lucknow. It is  located  very well  in a  convenient location . Good  parking place and  public utilities. Many  shops of  international  and  Indian  brands.
Vishal_Shopping_Mall,Sundeepgupta,4.0 of 5 bubbles,Mar 2016,Good one.,This mall is in city area and has a lot of shops and brands inside. The variety is sufficient and it ranges from traditional to modern.
