,attraction_urls
42,https://www.tripadvisor.in/Attraction_Review-g304551-d324114-Reviews-Safdarjung_s_Tomb-New_Delhi_National_Capital_Territory_of_Delhi.html
43,https://www.tripadvisor.in/Attraction_Review-g304551-d324110-Reviews-Parliament_House-New_Delhi_National_Capital_Territory_of_Delhi.html
44,https://www.tripadvisor.in/Attraction_Review-g304551-d2071662-Reviews-Janpath_Market-New_Delhi_National_Capital_Territory_of_Delhi.html
45,https://www.tripadvisor.in/Attraction_Review-g304551-d8376076-Reviews-Karol_Bagh-New_Delhi_National_Capital_Territory_of_Delhi.html
46,https://www.tripadvisor.in/Attraction_Review-g304551-d1419393-Reviews-Habitat_World_Convention_Centre-New_Delhi_National_Capital_Territory_of_Delhi.html
47,https://www.tripadvisor.in/Attraction_Review-g304551-d3727347-Reviews-Sai_Baba_Temple-New_Delhi_National_Capital_Territory_of_Delhi.html
48,https://www.tripadvisor.in/Attraction_Review-g304551-d2219602-Reviews-Shri_Hanuman_Mandir-New_Delhi_National_Capital_Territory_of_Delhi.html
49,https://www.tripadvisor.in/Attraction_Review-g304551-d4502049-Reviews-Jhandewala_Devi_Mandir_l_Temple-New_Delhi_National_Capital_Territory_of_Delhi.html
50,https://www.tripadvisor.in/Attraction_Review-g304551-d2476325-Reviews-Malai_Mandir_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html
51,https://www.tripadvisor.in/Attraction_Review-g304551-d10386039-Reviews-Plaza_Premium_Lounge-New_Delhi_National_Capital_Territory_of_Delhi.html
52,https://www.tripadvisor.in/Attraction_Review-g304551-d6041227-Reviews-Pacific_Mall-New_Delhi_National_Capital_Territory_of_Delhi.html
53,https://www.tripadvisor.in/Attraction_Review-g304551-d7314100-Reviews-Discover_India_by_Car-New_Delhi_National_Capital_Territory_of_Delhi.html
54,https://www.tripadvisor.in/Attraction_Review-g304551-d4152176-Reviews-Nehru_Park-New_Delhi_National_Capital_Territory_of_Delhi.html
55,https://www.tripadvisor.in/Attraction_Review-g304551-d12071000-Reviews-Guruji_Travels_Pvt_Ltd-New_Delhi_National_Capital_Territory_of_Delhi.html
56,https://www.tripadvisor.in/Attraction_Review-g304551-d2322823-Reviews-Isa_Khan_s_Tomb-New_Delhi_National_Capital_Territory_of_Delhi.html
57,https://www.tripadvisor.in/Attraction_Review-g304551-d5484729-Reviews-Saffron_Palate-New_Delhi_National_Capital_Territory_of_Delhi.html
